mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
si,256,0.5,0.0005,0.0,90,2000,1000.0,2.0,random,0.25979057850762804,0.9857905138339921,0.2901375289633007,0.05332264386246214,0.08538273546049596,0.10416392363396972,0.039946125291547584
si,256,0.3,0.0005,0.0,120,10000,2000.0,2.0,random,0.26431666474558285,0.9908300395256917,0.35434262650422305,0.04657046142882594,0.07998222617196178,0.07524687294272547,0.03892776190006898
si,128,0.3,0.0005,0.0001,90,2000,2000.0,5.0,random,0.24702417064339724,0.9688339920948617,0.271544958517079,0.11608765366114378,0.0758634833284911,0.0478110599078341,0.0020038763509740154
si,128,0.5,0.0001,0.0,90,10000,1000.0,2.0,random,0.30387566176961417,0.5617391304347826,0.6380708573137006,0.39347942276857295,0.09177447746654589,0.06793943383805134,0.07025064879603167
si,64,0.5,0.001,0.0001,60,2000,2000.0,2.0,random,0.3270778578535424,0.8844664031620554,0.6546827117123851,0.24143951541065384,0.13448293541606138,0.045391705069124426,0.0020038763509740154
si,128,0.3,0.001,1e-05,120,10000,1000.0,10.0,random,0.20315780997035682,0.9974505928853755,0.054488377307721055,0.04657046142882594,0.08145198502896792,0.0369815668202765,0.0020038763509740154
si,128,0.0,0.001,0.0,90,10000,500.0,5.0,random,0.23578803656792033,0.9828063241106719,0.15614021974736528,0.04657046142882594,0.08538273546049596,0.10299539170506912,0.04083308695509346
si,256,0.5,0.0001,0.0001,60,2000,1000.0,10.0,random,0.4068917932089889,0.930296442687747,0.41793108603034607,0.2980580794584001,0.26712012715123135,0.3061389071757735,0.22180611675043527
gen_replay,64,0.3,0.0001,0.0,60,5000,2000.0,5.0,random,0.26544094322779316,0.5005731225296443,0.2782158606771807,0.2732763228220203,0.21542221386700391,0.15801514154048715,0.16714299793042278
gen_replay,64,0.5,0.0005,1e-05,90,10000,1000.0,10.0,random,0.8612210075897274,0.8530632411067194,0.7777113386650721,0.8892036344200962,0.88351306547263,0.8671165240289664,0.8967182418448802
gen_replay,64,0.5,0.001,1e-05,60,5000,500.0,5.0,random,0.7580796045421132,0.9512252964426877,0.763248374317961,0.6893996080527347,0.6987165245330098,0.7093647136273864,0.7365231102789002
gen_replay,128,0.5,0.001,1e-05,120,2000,2000.0,5.0,random,0.7153431633715309,0.9833399209486166,0.6590552358173256,0.609638339568858,0.733392579426794,0.6510204081632653,0.6556124963043264
gen_replay,64,0.3,0.0001,1e-05,120,5000,1000.0,2.0,random,0.538540918727087,0.5075691699604743,0.48897525973540623,0.5590415107785498,0.5909456018320715,0.5373436471362739,0.5473703229197464
gen_replay,256,0.5,0.0005,0.0001,120,5000,1000.0,2.0,random,0.8549641664993436,0.9878260869565217,0.8622841766948203,0.803955104222341,0.8126741066087878,0.815882159315339,0.8471633651982523
gen_replay,64,0.3,0.0001,0.0001,60,2000,1000.0,5.0,random,0.3609910571380137,0.356798418972332,0.3890612153374692,0.38259397826474256,0.38258164852255055,0.33849572086899277,0.31641536086199534
gen_replay,256,0.0,0.0005,1e-05,90,10000,1000.0,10.0,random,0.9358995351095448,0.9854940711462451,0.9766611854398685,0.9253518617495101,0.9249739374156171,0.9027978933508888,0.9001182615551394
gen_replay,256,0.0,0.001,0.0001,60,5000,500.0,5.0,random,0.8752649773595548,0.9890118577075099,0.9370468644891248,0.8531266702298236,0.8344470459555996,0.8124917709019092,0.8254656548733615
gen_replay,64,0.5,0.0005,0.0,60,5000,2000.0,5.0,random,0.5881494941646225,0.6140909090909091,0.8218102997234472,0.7334936753964012,0.3225778886743117,0.4263824884792627,0.6105417036234027
gen_replay,128,0.5,0.0005,1e-05,120,2000,2000.0,2.0,random,0.48797013194989863,0.9868181818181818,0.7740301965767247,0.3815428469624087,0.21892570881684412,0.21219552337063857,0.3543083341545941
gen_replay,256,0.0,0.0001,0.0001,60,5000,500.0,2.0,random,0.7838158319928356,0.6839525691699605,0.6579527617908663,0.8466060929983966,0.8327892946866509,0.8428077682685977,0.8387865050425413
naive,256,0.3,0.0001,1e-05,120,5000,1000.0,2.0,bayes,0.22892145601723354,0.9155138339920948,0.054488377307721055,0.06805629787992161,0.11423102558405825,0.11053324555628703,0.11070595578331856
naive,64,0.5,0.001,0.0,90,2000,500.0,10.0,bayes,0.22891054075901074,0.9701778656126482,0.20012706480304956,0.046142882593978266,0.07632491924871396,0.07868663594470046,0.0020038763509740154
naive,128,0.3,0.0001,0.0001,90,2000,1000.0,5.0,bayes,0.3756830888941722,0.9058695652173913,0.4767919874430077,0.31462675930874756,0.22008784372703502,0.1912442396313364,0.1454781380375152
naive,64,0.3,0.0005,0.0,120,5000,500.0,2.0,bayes,0.14868798020126836,0.5521343873517787,0.054488377307721055,0.08001068947087119,0.08476748756686549,0.10735681369321923,0.013370125817154495
naive,128,0.0,0.0001,0.0,120,10000,500.0,2.0,bayes,0.21743480926720068,0.5755731225296443,0.1982958367591001,0.08952431854623197,0.15564062686924274,0.16700131665569454,0.1185736342432903
naive,64,0.5,0.0001,0.0001,90,2000,1000.0,5.0,bayes,0.398105961806416,0.4740316205533597,0.46139472307347335,0.4367717797969001,0.34142840052637874,0.33535220539828836,0.33965704149009557
naive,128,0.5,0.0001,0.0001,120,2000,1000.0,5.0,bayes,0.21166325581775738,0.950296442687747,0.06814784363554825,0.04159985747372172,0.07492352126877788,0.06387425938117182,0.07113761045957755
naive,256,0.5,0.0001,0.0001,90,5000,1000.0,10.0,bayes,0.25437933390116474,0.9045059288537549,0.2651730323641528,0.07489755923748441,0.08929639567275648,0.09741606319947334,0.09498702407936664
naive,64,0.3,0.0001,1e-05,120,5000,1000.0,5.0,bayes,0.12719814968208235,0.44788537549407115,0.06510202556244861,0.05747372171744165,0.08126399261702527,0.06670506912442396,0.04475871357708354
naive,256,0.5,0.0001,0.0001,90,10000,2000.0,5.0,bayes,0.27377557705538974,0.8947826086956522,0.44633380671201134,0.0693924817388206,0.10105446652880556,0.09038841342988808,0.040701685227160736
naive,128,0.5,0.0005,0.0001,90,5000,2000.0,10.0,bayes,0.21485191507193804,0.9862252964426877,0.11557291277374991,0.04657046142882594,0.08534855502196093,0.05339038841342989,0.0020038763509740154
naive,128,0.3,0.0001,0.0001,90,10000,1000.0,10.0,bayes,0.562111966952496,0.8180434782608695,0.8521937364526496,0.6407446998040264,0.37430998239707414,0.3611751152073733,0.32620478959298316
naive,256,0.3,0.0001,0.0001,90,2000,1000.0,10.0,bayes,0.25555775243543205,0.9149802371541502,0.29966738919201735,0.052948512381970424,0.09869601626988875,0.11150427913100724,0.05555008048355836
