mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,eps_learn,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
ewc,64,0.5,0.001,0.0001,15,5000,1000.0,5.0,True,grid,0.2764613870159201,0.6390513833992095,0.5144442783466627,0.15693924817388205,0.11139404918565105,0.13395325872284397,0.10298610426727112
si,64,0.3,0.001,0.0,10,5000,1000.0,5.0,True,grid,0.36100216089925347,0.5718379446640316,0.7515135660363256,0.32209157313379655,0.32808093927845094,0.08288347597103357,0.109605466311882
si,64,0.3,0.001,0.0,15,5000,1000.0,5.0,True,grid,0.28496093561480546,0.6536561264822134,0.5959339263024143,0.07176198111526813,0.07888845213884094,0.15171165240289664,0.1578134752471995
si,64,0.3,0.001,0.0001,10,5000,1000.0,5.0,True,grid,0.38884904619269767,0.8080830039525692,0.6110509006652216,0.20678781400320684,0.2979850631483602,0.18977946017116523,0.2194080352156631
si,64,0.3,0.001,0.0001,15,5000,1000.0,5.0,True,grid,0.3642087780297203,0.8436956521739131,0.48628447567082744,0.3218065205772314,0.19978466323722932,0.05072416063199473,0.2829571958871259
si,64,0.3,0.0005,0.0,10,5000,1000.0,5.0,True,grid,0.5712312341955895,0.8175494071146245,0.7966589431198147,0.4869410297523606,0.4436450019653752,0.45924950625411454,0.42334351696724815
si,64,0.3,0.0005,0.0,15,5000,1000.0,5.0,True,grid,0.3845020951822576,0.7019367588932807,0.5836945960086704,0.41165152324959914,0.28444960948848974,0.09591836734693877,0.2293617161065668
si,64,0.3,0.0005,0.0001,10,5000,1000.0,5.0,True,grid,0.3644956687817263,0.6119169960474309,0.6782831302787952,0.2751826117940495,0.18968434365012904,0.20785055957867019,0.22405637134128314
si,64,0.3,0.0005,0.0001,15,5000,1000.0,5.0,True,grid,0.6147250854077366,0.8379841897233201,0.8727483369459601,0.537217174416533,0.48551603917078257,0.5597926267281106,0.39509214546171284
si,64,0.5,0.001,0.0,10,5000,1000.0,5.0,True,grid,0.2732255980425417,0.7378656126482214,0.6058001345392032,0.06394085159451274,0.04925401192897305,0.08637261356155365,0.09612036398278638
si,64,0.5,0.001,0.0,15,5000,1000.0,5.0,True,grid,0.39273124766776984,0.8057509881422925,0.571399207713581,0.22093354712275076,0.21439680071095313,0.26346280447662934,0.2804441378404126
si,64,0.5,0.001,0.0001,10,5000,1000.0,5.0,True,grid,0.3087019993846496,0.7749802371541502,0.6710329621047911,0.10541599857473721,0.07757250525524242,0.11056616194865043,0.1126441312703262
si,64,0.5,0.001,0.0001,15,5000,1000.0,5.0,True,grid,0.31472277313949854,0.637292490118577,0.5263285746318858,0.09239265989666845,0.16539914207099277,0.23977946017116525,0.2271443119477021
