mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,num_heads,attn_drop,negative_slope,residual,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
gen_replay,64,0.3,0.0005,1e-05,10,5000,500.0,10.0,2,0.0,0.1,False,random,0.4102056171684659,0.47640316205533595,0.43562672845504147,0.42946730803491895,0.39463025310614736,0.359990125082291,0.3651161262770605
gen_replay,64,0.3,0.001,1e-05,20,10000,1000.0,5.0,2,0.2,0.1,False,random,0.6346531261640272,0.6259090909090909,0.6483668435608042,0.6495635132727596,0.6254165740946457,0.6221691902567479,0.6364935448901153
gen_replay,64,0.0,0.001,1e-05,20,2000,2000.0,2.0,1,0.2,0.1,False,random,0.6352146776036852,0.7314822134387352,0.7052283429254802,0.6596828790308213,0.6675610548083332,0.5390388413429889,0.5082947340757531
gen_replay,256,0.3,0.001,1e-05,20,5000,2000.0,10.0,4,0.0,0.1,False,random,0.7782852117863293,0.9009881422924901,0.8604903206517677,0.8048637092463923,0.7060653188180405,0.734825543120474,0.6624782365888111
gen_replay,256,0.3,0.0005,0.0001,20,2000,500.0,2.0,1,0.4,0.2,False,random,0.4335222664117473,0.5249407114624506,0.5036063980865536,0.44954569748797435,0.4047818433510502,0.3609940750493746,0.3572648730330804
naive,64,0.3,0.0005,1e-05,15,2000,1000.0,2.0,1,0.4,0.2,True,bayes,0.2800329958627107,0.559802371541502,0.2889603109350475,0.2410297523605915,0.2170799651359527,0.19514483212639894,0.17818074307677145
naive,128,0.5,0.001,1e-05,20,5000,1000.0,5.0,4,0.4,0.1,False,bayes,0.33597495904816155,0.6336166007905139,0.5230211525525077,0.4206841261357563,0.16782595320697966,0.13831468071099406,0.13238724089221773
naive,256,0.5,0.0005,1e-05,15,2000,1000.0,10.0,8,0.0,0.2,False,bayes,0.5522315439985704,0.8040118577075099,0.7404327677703865,0.596935685016925,0.47680002734435084,0.37467083607636603,0.3205380900758845
naive,256,0.0,0.001,1e-05,10,5000,1000.0,2.0,8,0.0,0.2,False,bayes,0.806407672158441,0.9897233201581027,0.9121571118917707,0.7822732941386068,0.7495941072923966,0.6953752468729427,0.7093229525968267
naive,256,0.3,0.0005,0.0,20,2000,1000.0,5.0,4,0.4,0.2,False,bayes,0.4321394327718054,0.6915415019762846,0.6084722326033336,0.5161767325850704,0.2726060875361031,0.253818301514154,0.25022174041588646
naive,256,0.0,0.0005,1e-05,20,5000,2000.0,10.0,8,0.0,0.2,False,bayes,0.7564762095649048,0.989110671936759,0.8667875028029001,0.7732406912524497,0.6354656230239434,0.6480085582620145,0.626244210111363
naive,64,0.5,0.0001,1e-05,15,10000,1000.0,5.0,4,0.0,0.1,False,bayes,0.31899847332856035,0.5385770750988143,0.4465580387173929,0.32173525743809017,0.26042076119836616,0.18665240289664253,0.16004730462205577
naive,128,0.5,0.0005,1e-05,20,10000,1000.0,5.0,2,0.0,0.2,True,bayes,0.3799727860348163,0.6135375494071146,0.5006353240152478,0.3766613219312311,0.29506263565361546,0.26268926925608954,0.23125061594559967
naive,256,0.3,0.0001,1e-05,15,10000,2000.0,2.0,4,0.0,0.1,False,bayes,0.527841620808511,0.6701778656126482,0.6353613872486733,0.5644753251380723,0.5039392955411618,0.4283739302172482,0.3647219210932624
naive,256,0.5,0.0001,0.0001,15,5000,2000.0,10.0,8,0.0,0.1,True,bayes,0.44323967683494647,0.5995652173913043,0.5744263397862321,0.48045608409050417,0.3945448020098098,0.3127057274522712,0.29773989027955716
naive,64,0.5,0.0001,1e-05,15,10000,2000.0,10.0,4,0.4,0.2,False,bayes,0.30299355975208603,0.4991106719367589,0.452481500859556,0.34001425262782825,0.3056073009416711,0.11112574061882817,0.10962189152787359
naive,64,0.0,0.0001,0.0001,15,10000,2000.0,2.0,4,0.4,0.1,False,bayes,0.2776220312399647,0.44636363636363635,0.37560729501457507,0.31587386424371994,0.31697229675456734,0.11420342330480579,0.09671167175848362
naive,256,0.5,0.0005,1e-05,20,2000,2000.0,10.0,8,0.0,0.1,False,bayes,0.4897162672641732,0.8101976284584981,0.6913820165931684,0.5404596472474612,0.36017637106284073,0.2847597103357472,0.251322229887323
naive,64,0.3,0.0005,0.0001,20,5000,2000.0,10.0,8,0.0,0.2,False,bayes,0.5940887072949853,0.8384189723320158,0.7520367740488826,0.6053803670051666,0.511339360483995,0.43930217248189596,0.41805459741795603
naive,256,0.3,0.0001,1e-05,20,10000,1000.0,10.0,8,0.0,0.1,False,bayes,0.5668054869324394,0.7124703557312253,0.7262874654308992,0.6120256547300909,0.5109975560986447,0.4357142857142857,0.40333760388949114
rehearsal,256,0.3,0.001,1e-05,20,5000,500.0,2.0,2,0.0,0.1,True,bayes,0.748171494696662,0.886600790513834,0.796995291127887,0.7106538393016212,0.7272230102712218,0.6930052666227782,0.67455077034263
rehearsal,128,0.3,0.001,0.0001,15,2000,2000.0,10.0,1,0.2,0.1,True,bayes,0.5196205190361131,0.5934584980237154,0.6016705284400927,0.5600570105113131,0.5176798318322424,0.4475312705727452,0.3973259748365691
rehearsal,256,0.3,0.0005,0.0001,10,5000,2000.0,5.0,1,0.2,0.1,False,bayes,0.5307011566139642,0.5152766798418972,0.5418753270050078,0.5439515410653839,0.5412985148599456,0.5177419354838709,0.5240629414276797
rehearsal,128,0.0,0.0001,0.0001,10,10000,2000.0,2.0,4,0.0,0.2,True,bayes,0.805524385873441,0.7591699604743083,0.7664623663950968,0.7806876892927134,0.8338488882812366,0.8348420013166556,0.8581354094806347
rehearsal,64,0.0,0.0001,1e-05,15,10000,2000.0,10.0,4,0.4,0.2,False,bayes,0.459802457288873,0.5600197628458498,0.47335376336049034,0.4300017815784785,0.4210346418744553,0.42223502304147464,0.45216977103248907
rehearsal,256,0.3,0.0001,1e-05,10,5000,2000.0,5.0,4,0.0,0.2,True,bayes,0.5598894943417361,0.5811660079051384,0.553965169295164,0.5713700338499911,0.5769828926905132,0.5415898617511521,0.5342630005584573
rehearsal,64,0.3,0.0001,0.0001,15,10000,1000.0,10.0,2,0.0,0.2,True,bayes,0.2781510786159319,0.5180434782608696,0.3208573137005755,0.24929627650097988,0.20313434621366191,0.1846280447662936,0.19294701225321112
rehearsal,256,0.3,0.0005,1e-05,15,10000,2000.0,5.0,4,0.4,0.1,False,bayes,0.6472914927505774,0.7176284584980237,0.6714627401151058,0.6321931231070729,0.6231606651513338,0.61724818959842,0.6220557800335075
rehearsal,128,0.3,0.0005,0.0001,15,5000,2000.0,10.0,2,0.4,0.1,True,bayes,0.6482101942859905,0.7137154150197629,0.6909148665819568,0.6606271156244432,0.6350383675422556,0.6032093482554312,0.5857560526920929
rehearsal,256,0.5,0.0005,0.0001,15,5000,1000.0,10.0,2,0.4,0.2,True,bayes,0.552586392158754,0.6511067193675889,0.6594102698258465,0.6012471049349724,0.5377266590330354,0.45485516787360103,0.4111724319174797
rehearsal,128,0.3,0.0005,0.0001,15,5000,1000.0,5.0,8,0.4,0.2,False,bayes,0.6230387235650042,0.6762845849802371,0.6764145302339487,0.6350258328879387,0.5880915352143968,0.5672317314022383,0.5951841266712657
rehearsal,128,0.3,0.0001,0.0001,20,10000,2000.0,10.0,2,0.4,0.2,True,bayes,0.4602789638767895,0.5161264822134387,0.4825285895806862,0.44632104044183146,0.45518089997094663,0.4251152073732719,0.4364015636805624
rehearsal,64,0.3,0.0001,1e-05,15,5000,1000.0,10.0,4,0.0,0.1,True,bayes,0.445292541492264,0.6024308300395257,0.5153972643695344,0.4351149118118653,0.40895185685232344,0.35836076366030284,0.35149962222003217
rehearsal,128,0.3,0.0001,0.0001,15,5000,2000.0,5.0,4,0.4,0.2,True,bayes,0.4423415197717302,0.4673517786561265,0.4695418192690037,0.47359700694815604,0.4477637448088459,0.3981731402238315,0.39762162872441775
rehearsal,256,0.3,0.0005,1e-05,15,5000,1000.0,10.0,4,0.0,0.1,False,bayes,0.787298183785619,0.8313636363636364,0.8539689064952538,0.8099412079102084,0.7676071984003555,0.7295918367346939,0.731316316809566
ewc,256,0.5,0.0001,0.0,10,5000,1000.0,10.0,8,0.2,0.1,False,bayes,0.38360445530698656,0.5251778656126482,0.5136594663278272,0.4507571708533761,0.3628424452685728,0.23420013166556947,0.2149896521139253
ewc,128,0.3,0.0001,1e-05,15,2000,1000.0,2.0,2,0.2,0.2,False,bayes,0.32043830914186705,0.5758893280632411,0.40729875177517005,0.307910208444682,0.2455693606548972,0.19795918367346937,0.18800302223974244
ewc,64,0.0,0.0005,1e-05,10,5000,1000.0,2.0,4,0.0,0.2,False,bayes,0.5099776767579511,0.5523517786561265,0.49971970999327303,0.517940495278817,0.4503614581375079,0.49499670836076365,0.5444959101212181
ewc,128,0.3,0.0005,1e-05,10,5000,1000.0,5.0,4,0.4,0.1,True,bayes,0.4915298530640915,0.5849407114624506,0.6054077285297855,0.5129342597541422,0.44834481226394135,0.40604015799868337,0.39151144837554613
ewc,64,0.0,0.001,0.0,15,2000,500.0,2.0,1,0.4,0.1,False,bayes,0.285247172385217,0.5215415019762846,0.4556954929366918,0.27402458578300376,0.2478765402560115,0.11461487820934825,0.09773003514996222
ewc,64,0.5,0.0005,0.0001,10,5000,2000.0,5.0,4,0.0,0.1,True,bayes,0.46777649372717783,0.6259288537549407,0.5746505717916137,0.4959380010689471,0.43450173465725567,0.35493745885450956,0.3207023422358004
ewc,64,0.5,0.0005,1e-05,15,5000,1000.0,10.0,4,0.0,0.1,True,bayes,0.395863365588552,0.5588735177865612,0.5237685925704462,0.4077676821663994,0.34621366192128245,0.28206056616194863,0.25649617292467397
ewc,128,0.3,0.0005,1e-05,20,5000,1000.0,10.0,8,0.4,0.1,True,bayes,0.5728492480057251,0.8798814229249012,0.7070782569698781,0.5732228754676644,0.44803718831712613,0.4230579328505596,0.4058178115042213
ewc,256,0.5,0.0005,1e-05,20,5000,1000.0,10.0,2,0.0,0.2,True,bayes,0.4422422388220313,0.7468379446640316,0.6200575528813813,0.4755032959201853,0.3394117546528122,0.26690256747860436,0.20474031733517295
ewc,64,0.3,0.0005,1e-05,15,5000,2000.0,5.0,4,0.0,0.2,False,bayes,0.4493460413031441,0.5332806324110672,0.5638126915315046,0.4966862640299305,0.4091740297028011,0.3499341672152732,0.34318846292828753
ewc,128,0.5,0.0001,0.0001,20,10000,1000.0,10.0,4,0.0,0.1,False,bayes,0.3204736301954157,0.555810276679842,0.39425592346214217,0.29869944771067164,0.264078068121614,0.22542791310072416,0.18457015209750008
ewc,64,0.3,0.0001,1e-05,20,5000,1000.0,5.0,2,0.4,0.1,True,bayes,0.22138995717169982,0.4042292490118577,0.29144554899469316,0.20301086762871903,0.1688000957052279,0.14190256747860436,0.11895141421109688
ewc,128,0.5,0.0005,1e-05,20,5000,2000.0,5.0,2,0.0,0.1,False,bayes,0.4329632021269394,0.6312450592885376,0.574781373794753,0.47336540174594693,0.3724300582776477,0.2948650427913101,0.25109227686344077
ewc,256,0.5,0.0001,0.0001,10,5000,1000.0,5.0,8,0.0,0.2,True,bayes,0.48202998977109823,0.5878853754940712,0.561775917482622,0.5089969713165865,0.46415326508639104,0.40727452271231074,0.36209388653460794
ewc,128,0.5,0.0001,1e-05,15,5000,2000.0,5.0,8,0.0,0.2,True,bayes,0.41323606160083376,0.5688735177865613,0.5029150160699604,0.44585783003741314,0.38234238545280536,0.30911784068466097,0.2703097795736014
si,256,0.5,0.0005,0.0001,20,2000,2000.0,10.0,2,0.2,0.1,True,bayes,0.4379244316860449,0.7006719367588933,0.623589206966141,0.46846606092998394,0.34698272178832057,0.2661619486504279,0.22167471502250255
si,256,0.3,0.001,1e-05,20,10000,1000.0,2.0,1,0.2,0.1,True,bayes,0.5256169744845188,0.8355335968379447,0.688952836534868,0.5427935150543381,0.40890058619452085,0.35944700460829493,0.31807430767714595
si,64,0.5,0.001,0.0,20,10000,1000.0,2.0,4,0.4,0.1,True,bayes,0.39652851704947817,0.6741106719367589,0.5761641378279393,0.41799394263317297,0.2797327089706561,0.225164581961817,0.2060050589665254
si,64,0.5,0.0005,0.0,15,10000,500.0,5.0,4,0.0,0.2,False,bayes,0.3897890996609433,0.5195454545454545,0.47733388145601313,0.4057544984856583,0.347529608804881,0.31466425279789334,0.27390690187575967
si,64,0.5,0.001,0.0001,20,5000,1000.0,10.0,1,0.0,0.2,False,bayes,0.3606005246869411,0.5134584980237155,0.46472083115329993,0.3895955816853732,0.3171090185087075,0.25724160631994736,0.22147761243060346
si,64,0.5,0.001,1e-05,20,10000,1000.0,5.0,2,0.0,0.1,True,bayes,0.4168570809356101,0.6474703557312252,0.5593841094252187,0.4535542490646713,0.3384205219352964,0.2609447004608295,0.2413685489964193
si,256,0.5,0.0005,1e-05,15,10000,1000.0,10.0,2,0.2,0.2,True,bayes,0.43815312107473164,0.637490118577075,0.5917482622019583,0.45943345804382685,0.3784970861176149,0.2987820934825543,0.2629677080253605
si,256,0.5,0.0001,1e-05,15,5000,1000.0,2.0,4,0.4,0.2,True,bayes,0.38441859668271566,0.5529644268774704,0.5106136482547275,0.4183324425440941,0.3285936458564763,0.2698650427913101,0.2261423737722151
si,128,0.5,0.0001,1e-05,20,10000,1000.0,5.0,4,0.2,0.1,False,bayes,0.32299722683632265,0.4983794466403162,0.42858210628597054,0.32398004632104044,0.29313144087638643,0.2544930875576037,0.13941723333661837
si,128,0.5,0.0001,1e-05,20,2000,1000.0,5.0,2,0.0,0.1,True,bayes,0.3074642396705322,0.4721936758893281,0.40585992974063834,0.3275432032781044,0.2691709534633329,0.19193548387096773,0.1780821917808219
si,64,0.3,0.0005,1e-05,20,5000,1000.0,2.0,4,0.0,0.1,True,bayes,0.5480595969993874,0.766403162055336,0.7312392555497421,0.6166399429894887,0.4961290653359083,0.3747366688610928,0.30320948720475677
si,64,0.5,0.001,1e-05,20,5000,2000.0,10.0,8,0.2,0.1,False,bayes,0.39650210810947367,0.6985177865612648,0.5879736901113686,0.4531979333689649,0.2586775588330798,0.20057603686635944,0.18006964291580435
si,64,0.5,0.0005,1e-05,15,5000,2000.0,10.0,2,0.0,0.1,False,bayes,0.37126327322810343,0.5722134387351778,0.4759137454219299,0.3823801888473187,0.30774357835011024,0.2566326530612245,0.23269603495285962
si,64,0.5,0.0005,1e-05,15,5000,2000.0,10.0,1,0.0,0.2,True,bayes,0.2652957532181283,0.5060671936758894,0.36736676881680247,0.22463923035809727,0.2040230376155726,0.14912771560236998,0.1405505732400381
si,64,0.5,0.0005,1e-05,20,10000,1000.0,5.0,2,0.4,0.2,False,bayes,0.3102185971472193,0.5521936758893281,0.40251513566036323,0.3408159629431676,0.32806384905918345,0.12335418038183014,0.11436877894944318
gen_replay,256,0.3,0.0005,0.0,10,2000,2000.0,5.0,8,0.4,0.2,True,bayes,0.6964869921656426,0.8686166007905138,0.8509044024217056,0.7227685729556387,0.6248355066395502,0.5771889400921659,0.5346079300942808
gen_replay,256,0.3,0.0005,0.0,10,2000,1000.0,5.0,4,0.0,0.2,True,bayes,0.7272142278875625,0.8592885375494071,0.8479520143508483,0.7684304293604133,0.6734913608941603,0.6167050691244239,0.597417956046122
gen_replay,256,0.3,0.0001,1e-05,10,5000,2000.0,10.0,8,0.4,0.2,True,bayes,0.600672304097351,0.5286363636363637,0.5928320502279693,0.6302155709959024,0.6166492916104114,0.6141046741277156,0.6215958739857429
gen_replay,64,0.0,0.0001,1e-05,10,5000,2000.0,10.0,2,0.4,0.1,False,bayes,0.3573131637982685,0.49203557312252966,0.35910755661858135,0.3475859611615892,0.33570317707176184,0.30602369980250166,0.3034230150126474
gen_replay,64,0.5,0.0001,1e-05,15,2000,2000.0,10.0,8,0.0,0.1,True,bayes,0.3906795173997611,0.5958300395256917,0.4539950668958816,0.38277213611259575,0.34553005315058194,0.29636273864384466,0.2695870700699714
gen_replay,64,0.3,0.0005,1e-05,15,2000,1000.0,5.0,4,0.0,0.2,True,bayes,0.6367844908528802,0.7470750988142293,0.7355370356528889,0.676714769285587,0.6332097140806316,0.5497202106649112,0.4784501166190335
gen_replay,128,0.5,0.0005,1e-05,15,2000,2000.0,10.0,4,0.4,0.1,True,bayes,0.48668797564060223,0.678399209486166,0.6562149637491591,0.538107963655799,0.42775109804658795,0.34272547728768926,0.2769291416182123
gen_replay,64,0.5,0.0005,0.0,20,10000,1000.0,10.0,2,0.4,0.2,True,bayes,0.4448363524748198,0.49466403162055333,0.4873308916959414,0.4518439337252806,0.44159417565327364,0.4020243581303489,0.39156072402352093
gen_replay,256,0.5,0.0005,0.0001,20,10000,1000.0,5.0,4,0.0,0.1,True,bayes,0.7114460095934739,0.7928853754940711,0.765584124374019,0.7080349189381793,0.6772341189137456,0.6626728110599078,0.6622647087809205
gen_replay,256,0.5,0.0001,0.0001,20,2000,2000.0,10.0,2,0.4,0.2,True,bayes,0.3989536050036668,0.5820948616600791,0.4935346438448315,0.42868341350436484,0.36084288961427374,0.2798716260697828,0.24869419532866857
gen_replay,256,0.3,0.0005,0.0001,10,5000,2000.0,10.0,4,0.0,0.2,True,bayes,0.7726663743070463,0.864604743083004,0.8662082367889977,0.7951719223231783,0.7390323517850734,0.6890552995391706,0.681925692322854
gen_replay,256,0.5,0.0001,0.0001,20,10000,2000.0,10.0,4,0.0,0.1,True,bayes,0.6558569208390239,0.6651581027667984,0.6948576126765827,0.6710493497238553,0.6539743304906602,0.6288347597103358,0.6212673696659111
gen_replay,64,0.3,0.0005,1e-05,20,5000,2000.0,5.0,4,0.0,0.1,False,bayes,0.7092221160645651,0.6638537549407114,0.7637342103296211,0.7365223588099056,0.7099960692495685,0.6870473996050033,0.6941789034525804
gen_replay,64,0.3,0.0005,0.0001,20,10000,2000.0,5.0,4,0.0,0.1,False,bayes,0.7816889976240432,0.7717786561264822,0.8020778832498692,0.7900231605202209,0.783073846837455,0.7697662936142199,0.7734141453960119
gen_replay,64,0.5,0.0005,0.0001,20,5000,1000.0,10.0,2,0.4,0.1,False,bayes,0.42301804916682756,0.5063636363636363,0.47709096345018315,0.4161411010154997,0.40028711568369424,0.37412771560236996,0.36409776288558193
naive,256,0.3,0.001,1e-05,1,10000,2000.0,10.0,4,0.2,0.2,True,hyperband,0.5600353073648368,0.6531620553359684,0.6045294865087076,0.5710493497238553,0.5420163040691812,0.4998189598420013,0.4896356887093065
naive,256,0.0,0.001,0.0,1,2000,1000.0,2.0,2,0.2,0.2,False,hyperband,0.5406901155183742,0.577905138339921,0.5830592719934226,0.5637983253162302,0.5606104626322356,0.5137919684002633,0.4449755264281725
naive,128,0.0,0.0005,0.0,1,10000,2000.0,2.0,8,0.2,0.2,True,hyperband,0.5136561025867851,0.617707509881423,0.5483967411615218,0.5474968822376626,0.46076940167142344,0.4544107965766952,0.4531552839919845
naive,128,0.3,0.001,0.0,1,10000,1000.0,10.0,8,0.2,0.2,False,hyperband,0.4665762288722455,0.5167391304347826,0.5078668061888033,0.4778193479422769,0.44472168577922855,0.437393021724819,0.4149173811635623
naive,256,0.0,0.001,0.0,1,10000,2000.0,10.0,4,0.0,0.2,False,hyperband,0.4447216072079739,0.5469960474308301,0.4864900216757605,0.4384286477819348,0.4153948695161759,0.3939598420013167,0.3870602148418252
naive,256,0.0,0.0005,1e-05,1,5000,1000.0,2.0,2,0.2,0.1,False,hyperband,0.40163011964956596,0.5709288537549407,0.4072800657747216,0.41389631213254946,0.4093620221147437,0.37983870967741934,0.22847475444302093
naive,256,0.5,0.001,0.0,1,10000,1000.0,5.0,4,0.2,0.1,True,hyperband,0.38978613098414466,0.5571343873517787,0.44930488078331715,0.36422590415107786,0.33872814588211164,0.315339038841343,0.31398442889524
naive,64,0.5,0.0005,1e-05,1,10000,1000.0,2.0,8,0.4,0.1,False,hyperband,0.38164654881670046,0.533399209486166,0.4484266387622393,0.40222697309816496,0.3576811990497838,0.28016787360105333,0.2679773989027956
naive,128,0.5,0.0005,0.0,1,5000,2000.0,5.0,4,0.4,0.1,False,hyperband,0.3626010535993542,0.5323320158102767,0.41948202406756857,0.3709068234455728,0.3108369080375301,0.2704904542462146,0.27155809598896224
naive,256,0.0,0.0005,1e-05,3,10000,2000.0,10.0,8,0.0,0.1,True,hyperband,0.8069839572208131,0.9007312252964427,0.9430450706330817,0.7961339747015856,0.7292909268025909,0.7383311389071757,0.7343714069840018
naive,128,0.3,0.001,1e-05,3,2000,1000.0,2.0,8,0.0,0.1,False,hyperband,0.7081496806353923,0.7996442687747035,0.7839150908139622,0.7264208088366293,0.6818997487737768,0.6375411454904543,0.6194770211228278
naive,128,0.3,0.001,1e-05,3,10000,2000.0,2.0,8,0.4,0.2,True,hyperband,0.6564569686513058,0.7158498023715415,0.7440578518573885,0.7086762871904507,0.6367644796882744,0.57587228439763,0.5575211064025491
naive,256,0.3,0.0005,0.0001,3,5000,500.0,10.0,8,0.4,0.1,False,hyperband,0.5771508224058094,0.667806324110672,0.607238956573735,0.5670942455015143,0.5654640849042093,0.5315997366688611,0.5237015866758647
naive,128,0.0,0.0005,0.0001,3,2000,2000.0,2.0,8,0.4,0.1,False,hyperband,0.5404466256559907,0.618201581027668,0.5645414455489947,0.546410119365758,0.5173038470083571,0.5002797893350889,0.4959429716500772
naive,256,0.0,0.001,0.0,3,2000,1000.0,10.0,2,0.4,0.2,False,hyperband,0.5141018179427704,0.5724308300395257,0.6112377606697063,0.5986281845715303,0.5441013108198178,0.3812541145490454,0.37695870700699713
naive,256,0.5,0.0005,1e-05,9,10000,500.0,2.0,8,0.0,0.2,False,hyperband,0.6058183745431317,0.7707707509881423,0.7555684281336422,0.6449848565829325,0.5543725325995933,0.47333772218564846,0.4358759567688315
naive,128,0.0,0.0005,0.0001,9,10000,2000.0,10.0,2,0.2,0.1,False,hyperband,0.497792296385815,0.5672924901185771,0.5529000672696016,0.48875823980046323,0.47490301300565685,0.44553982883475973,0.45736013928583164
naive,128,0.0,0.0001,0.0001,27,5000,1000.0,10.0,8,0.0,0.1,True,hyperband,0.7584512783633182,0.973498023715415,0.8327229239853502,0.7410831997149474,0.6282706407123203,0.6544272547728769,0.7207056272789987
rehearsal,128,0.0,0.0005,0.0001,1,10000,1000.0,2.0,8,0.4,0.2,True,hyperband,0.6751586210811921,0.7376086956521739,0.5808356379400553,0.6214145733119544,0.6760890742228223,0.6958854509545753,0.7391182944055714
rehearsal,128,0.0,0.001,1e-05,1,10000,2000.0,2.0,1,0.0,0.2,True,hyperband,0.6105209742781839,0.6070948616600791,0.5951678002840272,0.5962230536255122,0.5989950951070703,0.6229591836734694,0.6426858513189448
rehearsal,128,0.0,0.0005,1e-05,1,10000,500.0,5.0,4,0.4,0.2,True,hyperband,0.5553010837552699,0.623201581027668,0.5924957022198969,0.5263139141279173,0.518431801480013,0.5225641869651086,0.5487993167110148
rehearsal,128,0.3,0.001,0.0001,1,10000,500.0,2.0,4,0.2,0.1,True,hyperband,0.5075910811288383,0.5616403162055336,0.4733724493609388,0.4683057188669161,0.4951378326183925,0.5077353522053983,0.5393548175158503
rehearsal,256,0.5,0.001,0.0,1,10000,500.0,2.0,2,0.0,0.1,False,hyperband,0.4800456904978354,0.6102173913043478,0.5039240600941775,0.4641368252271513,0.4418676191615538,0.4207208689927584,0.4394073782070234
rehearsal,64,0.3,0.001,0.0001,1,5000,2000.0,5.0,8,0.2,0.1,False,hyperband,0.4528666328094027,0.5809288537549407,0.4534531728828762,0.42362373062533404,0.4180096730641054,0.41792297564186964,0.42326139088729015
rehearsal,128,0.0,0.0001,0.0,1,5000,2000.0,5.0,2,0.0,0.2,False,hyperband,0.3978708382991756,0.450098814229249,0.4291987443007699,0.40317120969178694,0.3852135422897476,0.37049045424621463,0.34905226503728526
rehearsal,64,0.0,0.0001,0.0,1,5000,2000.0,5.0,1,0.4,0.1,False,hyperband,0.3929119182897012,0.5192490118577076,0.4017676956424247,0.3733832175307322,0.36778151863688413,0.34958854509545756,0.34570152097500084
rehearsal,64,0.5,0.001,1e-05,1,5000,2000.0,2.0,8,0.0,0.2,False,hyperband,0.38386460544415785,0.5509683794466403,0.40387921369310115,0.39241047568145376,0.3485892023994668,0.3122613561553654,0.29507900528891956
rehearsal,128,0.0,0.001,1e-05,3,5000,2000.0,5.0,4,0.0,0.1,False,hyperband,0.7728599234771348,0.4966205533596838,0.7412736377905673,0.8532870122928915,0.8462905679079863,0.8474654377880184,0.8522223317236621
rehearsal,256,0.3,0.0005,1e-05,3,10000,500.0,10.0,8,0.4,0.2,True,hyperband,0.7723363157544129,0.7413636363636363,0.7998542491965019,0.7962230536255122,0.7699143780014698,0.7563199473337722,0.7703426300055846
rehearsal,128,0.0,0.0005,0.0001,3,5000,2000.0,10.0,4,0.0,0.1,True,hyperband,0.6551179103341364,0.4443083003952569,0.5249831825995964,0.6063602351683591,0.74111735853571,0.8016129032258065,0.8123254820800894
rehearsal,256,0.3,0.0005,0.0001,3,2000,1000.0,2.0,4,0.2,0.2,True,hyperband,0.6289664951114734,0.5919762845849802,0.6441251214590029,0.6587030108676287,0.6463691829166168,0.620473996050033,0.6121513747905785
rehearsal,256,0.5,0.0005,0.0,3,5000,2000.0,10.0,4,0.0,0.1,True,hyperband,0.5673398310085667,0.5698221343873517,0.5554039913296958,0.5762159273115981,0.5743509989233162,0.5644996708360763,0.563746263263362
rehearsal,128,0.5,0.001,0.0,3,5000,500.0,10.0,8,0.4,0.1,False,hyperband,0.5312904991652684,0.5724110671936758,0.5608229314597504,0.550026723677178,0.5301044212397245,0.4923963133640553,0.48198153805722543
rehearsal,64,0.0,0.0005,0.0001,9,2000,2000.0,10.0,8,0.4,0.2,False,hyperband,0.6514982576003282,0.6463636363636364,0.6947641826743404,0.6701585604845893,0.6596141028489395,0.6257241606319948,0.6123649025984692
rehearsal,256,0.3,0.0001,0.0,9,5000,500.0,10.0,8,0.2,0.1,False,hyperband,0.5983465540543036,0.6197430830039525,0.6255886090141266,0.5931231070728665,0.586997761181276,0.5721856484529295,0.5924411156006701
rehearsal,128,0.0,0.0005,0.0,27,10000,2000.0,5.0,8,0.0,0.1,True,hyperband,0.9295021849608479,0.998794466403162,0.9619179310860303,0.8952253696775343,0.9199152325124331,0.8871296905859117,0.9140304195000164
ewc,128,0.3,0.001,0.0001,1,5000,2000.0,5.0,8,0.0,0.1,False,hyperband,0.5331595515174886,0.5646442687747035,0.5620935794902459,0.5569748797434527,0.5228410780510314,0.49598420013166555,0.4964193029138333
ewc,256,0.0,0.0005,0.0001,1,5000,500.0,5.0,2,0.2,0.1,False,hyperband,0.458014310305828,0.5512845849802371,0.5084647582031542,0.45713522180652055,0.442038521354229,0.39186965108624094,0.3972931244045859
ewc,256,0.3,0.001,0.0,1,5000,500.0,2.0,1,0.2,0.2,False,hyperband,0.4341937119044939,0.5642687747035573,0.5281784886762837,0.4555318011758418,0.3796592210278058,0.34438775510204084,0.3331362307414342
ewc,128,0.0,0.001,1e-05,1,2000,500.0,5.0,2,0.2,0.2,False,hyperband,0.4228938692632957,0.576501976284585,0.4930861798340683,0.41546410119365756,0.3984071915642678,0.3440092165898618,0.309894550113334
ewc,256,0.5,0.001,0.0,1,5000,500.0,5.0,4,0.2,0.2,True,hyperband,0.41839181592156177,0.5190513833992095,0.4511361088272666,0.42184215214680204,0.3968007109531215,0.36568466096115865,0.35583587924181204
ewc,256,0.3,0.001,0.0001,1,5000,1000.0,5.0,2,0.2,0.1,False,hyperband,0.4146964632933407,0.5688142292490118,0.4836871216084909,0.42419383573846425,0.35540819988720457,0.3293614219881501,0.3267139712887224
ewc,256,0.5,0.001,0.0,1,5000,1000.0,2.0,4,0.2,0.2,False,hyperband,0.40740080018621544,0.5279051383399209,0.4937028178488676,0.44550151434170676,0.40864423290550816,0.29193548387096774,0.2767156138103216
