mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,num_heads,attn_drop,negative_slope,residual,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
gen_replay,64,0.3,0.001,0.0001,15,5000,1000.0,5.0,4,0.2,0.2,False,grid,0.6460612283801243,0.6346837944664032,0.7055646909335526,0.684678425084625,0.6422504400731461,0.6057932850559579,0.6033967346670609
gen_replay,64,0.3,0.0005,0.0,10,5000,1000.0,5.0,2,0.2,0.2,False,grid,0.3734710415768854,0.4525098814229249,0.38913595933926304,0.3821129520755389,0.3569292294020132,0.3240618828176432,0.3360763444039289
gen_replay,64,0.3,0.0005,0.0,10,5000,1000.0,5.0,4,0.2,0.2,False,grid,0.5849125395037276,0.6055335968379446,0.6065102025562449,0.586299661500089,0.5853912805701297,0.5601053324555628,0.5656351631023948
gen_replay,64,0.3,0.0005,0.0,15,5000,1000.0,5.0,2,0.2,0.2,False,grid,0.5092627941092902,0.5760079051383399,0.5717168697212048,0.5174772848743987,0.49375352485772395,0.4597597103357472,0.4368614697283269
gen_replay,64,0.3,0.0005,0.0,15,5000,1000.0,5.0,4,0.2,0.2,False,grid,0.5697649131550104,0.5552173913043478,0.5977838403468122,0.6035809727418493,0.5703006169569156,0.5515141540487163,0.5401925035314215
naive,128,0.3,0.001,1e-05,20,2000,2000.0,2.0,4,0.0,0.2,False,random,0.6174316519551998,0.8804150197628459,0.7614545182749084,0.6481738820595048,0.48503751303129217,0.4784068466096116,0.4511021319930357
naive,256,0.3,0.0005,0.0,20,10000,500.0,2.0,2,0.0,0.1,True,random,0.5752309812957298,0.8575296442687746,0.7308281635398759,0.6248352039907358,0.4590261993061371,0.4116853192890059,0.36748135737984955
naive,128,0.3,0.0001,1e-05,10,5000,1000.0,10.0,4,0.4,0.2,False,random,0.33703494979522636,0.5384189723320159,0.45193960684655055,0.3942098699447711,0.3478372327516962,0.1544930875576037,0.1353109293387208
naive,64,0.5,0.001,0.0,20,2000,1000.0,2.0,4,0.0,0.1,True,random,0.41239327727532865,0.7245454545454545,0.5898236041557665,0.4542134331017281,0.3037786474800472,0.21700131665569453,0.18499720771328143
naive,64,0.0,0.0001,1e-05,10,10000,500.0,5.0,1,0.0,0.2,True,random,0.15866806098756472,0.35027667984189725,0.2525039240600942,0.2396935685016925,0.05559448327722045,0.04883146807109941,0.00510824217338458
