mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,num_heads,feat_drop,attn_drop,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
naive,256,0.5,0.0005,0.0,90,5000,2000.0,10.0,1,0.2,0.0,bayes,0.20098057060223684,0.9866600790513834,0.054488377307721055,0.04657046142882594,0.07784594876352263,0.03831468071099407,0.0020038763509740154
naive,64,0.3,0.0005,1e-05,60,2000,2000.0,5.0,4,0.2,0.0,bayes,0.19920363847625297,0.9730039525691699,0.054488377307721055,0.059166221272047036,0.08480166800540051,0.021757735352205397,0.0020038763509740154
naive,64,0.5,0.001,0.0001,90,2000,2000.0,2.0,2,0.0,0.0,bayes,0.19771176210133715,0.9761660079051383,0.054488377307721055,0.04657046142882594,0.08316100695571924,0.0238808426596445,0.0020038763509740154
naive,128,0.3,0.0005,0.0001,120,10000,1000.0,5.0,2,0.0,0.2,bayes,0.20267528109477492,0.9920355731225297,0.054488377307721055,0.04657046142882594,0.08416932989250252,0.036784068466096116,0.0020038763509740154
naive,64,0.5,0.0001,0.0001,120,5000,1000.0,10.0,2,0.0,0.0,bayes,0.1851787435215498,0.6860474308300395,0.242992749831826,0.036682700872973456,0.0897065609351768,0.04637919684002633,0.009263821819256923
naive,64,0.3,0.0005,0.0,120,5000,1000.0,5.0,2,0.0,0.2,bayes,0.20575118397968004,0.9823122529644269,0.054488377307721055,0.04657046142882594,0.07711106933501957,0.07202106649111258,0.0020038763509740154
naive,128,0.5,0.0001,0.0001,120,10000,1000.0,10.0,2,0.0,0.2,bayes,0.22176885493384288,0.9674505928853755,0.08804843411316242,0.07806876892927134,0.07991386529489174,0.09178736010533245,0.025344108275023817
naive,128,0.3,0.0001,1e-05,90,10000,2000.0,2.0,2,0.2,0.2,bayes,0.23961575683530512,0.9209486166007905,0.24288063382913522,0.07397113842864778,0.07748705415890486,0.07695852534562211,0.04544857264873033
naive,128,0.5,0.0005,0.0,90,5000,2000.0,10.0,1,0.2,0.0,bayes,0.20018191727852094,0.9217391304347826,0.05486209731669033,0.04596472474612507,0.08521183326782082,0.09119486504279131,0.0021188528629151474
naive,128,0.5,0.0005,1e-05,60,10000,1000.0,5.0,2,0.0,0.2,bayes,0.21952625168582063,0.9820355731225296,0.13362358920696615,0.07600213789417423,0.0851776528292858,0.03831468071099407,0.0020038763509740154
naive,256,0.5,0.0005,0.0,60,10000,1000.0,2.0,2,0.0,0.2,bayes,0.24981279747370025,0.9900592885375494,0.3227259137454219,0.04657046142882594,0.08524601370635586,0.05227123107307439,0.0020038763509740154
naive,64,0.5,0.0005,0.0,90,10000,1000.0,5.0,1,0.2,0.0,bayes,0.16916018630485263,0.714308300395257,0.061065849465580385,0.04486014608943524,0.07627364859091142,0.07103357472021067,0.04741959856772117
naive,128,0.3,0.0005,0.0001,90,10000,2000.0,10.0,1,0.0,0.0,bayes,0.23697685070882243,0.9811462450592885,0.18885940653262576,0.15358988063424195,0.06179823287132774,0.03446346280447663,0.0020038763509740154
rehearsal,128,0.5,0.0005,1e-05,60,2000,500.0,10.0,2,0.0,0.2,bayes,0.5466637437532268,0.9872332015810277,0.6457694894984678,0.4198646000356316,0.40286773879308874,0.3920671494404213,0.4321802831707237
rehearsal,256,0.5,0.0005,1e-05,60,10000,1000.0,5.0,2,0.2,0.2,bayes,0.9296305563421159,0.9841304347826086,0.9613947230734734,0.9209335471227508,0.9019192316237418,0.903439763001975,0.9059656384481456
rehearsal,128,0.0,0.001,0.0,60,2000,500.0,2.0,1,0.2,0.2,bayes,0.6311565024525035,0.9902964426877471,0.6652216159653188,0.5854979511847497,0.5616187855690189,0.5197498354180382,0.46455438389014814
rehearsal,128,0.5,0.0001,1e-05,120,2000,2000.0,10.0,1,0.2,0.0,bayes,0.29525485135602964,0.6933399209486166,0.6229912549517901,0.16762871904507393,0.13262010151590245,0.07878538512179065,0.07616372655300417
rehearsal,64,0.5,0.001,0.0001,90,10000,500.0,2.0,1,0.0,0.0,bayes,0.9019157503939016,0.9237747035573123,0.948613498766724,0.9057188669160876,0.8666108386170595,0.8679723502304147,0.8988042442758122
rehearsal,64,0.5,0.0001,1e-05,60,10000,2000.0,10.0,2,0.2,0.0,bayes,0.7205499627139647,0.7190513833992095,0.8193063756633531,0.7782112952075539,0.6651171534530788,0.6485023041474655,0.693111264413127
rehearsal,64,0.5,0.0005,1e-05,120,5000,1000.0,2.0,1,0.0,0.0,bayes,0.8085671926214083,0.9151976284584981,0.8834741012033784,0.7568145376803849,0.7681540854169159,0.7561882817643186,0.7715745212049538
rehearsal,256,0.3,0.0005,1e-05,120,10000,2000.0,5.0,2,0.2,0.2,bayes,0.9327373052334141,0.9936956521739131,0.9722512893340309,0.9287903082130767,0.906089245125015,0.8980085582620145,0.8975887782924346
rehearsal,128,0.3,0.0005,1e-05,120,5000,1000.0,5.0,2,0.2,0.0,bayes,0.8552439420987891,0.9900395256916996,0.8635174527244188,0.7935150543381436,0.7953275340522619,0.8409809084924292,0.8480831772937815
rehearsal,128,0.5,0.0001,1e-05,120,10000,1000.0,5.0,1,0.2,0.0,bayes,0.7524260854181275,0.5718577075098814,0.7831302787951266,0.8133440228042045,0.7353750448618256,0.7765306122448979,0.8343188462928287
rehearsal,256,0.5,0.0005,1e-05,120,10000,2000.0,10.0,1,0.2,0.2,bayes,0.9307246067187175,0.989802371541502,0.9722512893340309,0.9224657046142882,0.9065677712645053,0.8957867017774852,0.8974738017804934
rehearsal,256,0.5,0.0005,0.0001,90,10000,2000.0,5.0,1,0.2,0.2,bayes,0.9326949205039042,0.9900988142292491,0.9709619553030869,0.9194370212007839,0.9049442004340915,0.9074884792626728,0.9032390525935416
rehearsal,128,0.5,0.0005,0.0001,90,5000,1000.0,5.0,1,0.2,0.2,bayes,0.8560248568725477,0.9869367588932806,0.9352716944465207,0.8425262782825583,0.7930203544511476,0.7851382488479263,0.7932558063138531
rehearsal,256,0.3,0.0001,1e-05,90,5000,1000.0,10.0,1,0.2,0.2,bayes,0.81520505866819,0.9614229249011857,0.9240787801778907,0.7331017281311242,0.7551996992121409,0.7541310072416063,0.7632962123451923
rehearsal,64,0.3,0.0005,1e-05,90,5000,2000.0,5.0,1,0.0,0.0,bayes,0.6868950940664598,0.8219762845849803,0.5997458703939009,0.7135578122216284,0.6637670261309453,0.6451119157340356,0.6772116553332677
ewc,128,0.5,0.0005,0.0,120,10000,500.0,2.0,4,0.2,0.2,bayes,0.20335299723589204,0.9941699604743083,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.08215931533903884,0.0020038763509740154
ewc,128,0.3,0.0001,0.0001,120,10000,500.0,5.0,4,0.0,0.2,bayes,0.24904636720794224,0.9675296442687747,0.2241946333806712,0.07890611081418136,0.07822193358740792,0.09687294272547729,0.048552938471140894
ewc,256,0.3,0.001,1e-05,60,10000,1000.0,10.0,1,0.2,0.2,bayes,0.26972130463963817,0.9939920948616601,0.2605202182524852,0.24683769820060575,0.08536564524122844,0.029608294930875575,0.0020038763509740154
ewc,256,0.3,0.001,0.0001,90,5000,2000.0,10.0,2,0.2,0.2,bayes,0.20139178306770533,0.9946640316205534,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.06989795918367347,0.0020038763509740154
ewc,64,0.3,0.0005,0.0001,120,5000,500.0,10.0,4,0.2,0.0,bayes,0.2078464411360209,0.9912252964426878,0.10636071455265715,0.04657046142882594,0.06933501956830106,0.031583278472679395,0.0020038763509740154
ewc,64,0.5,0.001,1e-05,90,10000,1000.0,5.0,1,0.2,0.0,bayes,0.21698516418701427,0.9786758893280633,0.1959414007025936,0.04740780331373597,0.05612428007451336,0.021757735352205397,0.0020038763509740154
ewc,256,0.5,0.0001,0.0001,120,10000,1000.0,5.0,2,0.0,0.2,bayes,0.2400464119551661,0.9780830039525692,0.17301367815232827,0.07644753251380723,0.0852972843641584,0.08703094140882159,0.040406031339312115
ewc,256,0.3,0.0001,0.0001,120,10000,2000.0,10.0,2,0.0,0.0,bayes,0.2580284992401333,0.9728260869565217,0.24323566783765602,0.0837163727062177,0.0852972843641584,0.12774851876234364,0.035347064813902304
ewc,256,0.3,0.0005,1e-05,120,10000,2000.0,5.0,1,0.0,0.2,bayes,0.24330989995337712,0.9914822134387352,0.2644442783466627,0.0912702654551933,0.07371011570078444,0.0369486504279131,0.0020038763509740154
ewc,128,0.3,0.0001,0.0001,120,10000,2000.0,10.0,1,0.0,0.2,bayes,0.2085237286992164,0.9006719367588932,0.06119665146871964,0.07976126848387671,0.07584639310922359,0.07263001974983542,0.06103610262474952
ewc,128,0.3,0.0005,0.0001,120,10000,2000.0,10.0,2,0.0,0.2,bayes,0.2155962409907892,0.9878260869565217,0.17521862620524703,0.04657046142882594,0.0484165911848649,0.03354180381830151,0.0020038763509740154
ewc,128,0.3,0.0005,1e-05,120,5000,2000.0,5.0,1,0.2,0.0,bayes,0.24619794889195554,0.9833399209486166,0.3248187457956499,0.04657046142882594,0.0604481055491942,0.06000658327847268,0.0020038763509740154
ewc,256,0.5,0.001,1e-05,120,10000,1000.0,5.0,2,0.2,0.2,bayes,0.20024308987883985,0.9954743083003953,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.06219552337063858,0.0020038763509740154
ewc,128,0.3,0.0005,0.0001,120,10000,2000.0,10.0,2,0.0,0.0,bayes,0.2140254465113546,0.985098814229249,0.17366768816802453,0.04657046142882594,0.04098234580349666,0.035829493087557604,0.0020038763509740154
ewc,128,0.5,0.001,0.0001,120,10000,2000.0,10.0,2,0.2,0.2,bayes,0.20227769589260836,0.9938735177865613,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.07600394996708361,0.0020038763509740154
si,64,0.0,0.001,1e-05,90,10000,1000.0,2.0,2,0.2,0.2,bayes,0.24784130220649417,0.9888537549407115,0.3776066970625607,0.04657046142882594,0.04072599251448396,0.03128703094140882,0.0020038763509740154
si,64,0.0,0.001,0.0,120,2000,1000.0,5.0,4,0.2,0.2,bayes,0.1994714758653905,0.9929841897233201,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.06005595786701778,0.0020038763509740154
si,128,0.3,0.0005,0.0001,120,5000,500.0,2.0,2,0.2,0.2,bayes,0.20104984290007896,0.9932213438735178,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.06928900592495063,0.0020038763509740154
si,128,0.5,0.001,0.0001,120,10000,1000.0,5.0,1,0.2,0.2,bayes,0.1954487305948993,0.9896837944664032,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.03921988150098749,0.0020038763509740154
si,64,0.0,0.001,0.0,90,5000,500.0,5.0,2,0.0,0.0,bayes,0.21798080843303144,0.9850395256916996,0.1172920248150086,0.04657046142882594,0.08193051116845829,0.07458854509545754,0.0024637823987385433
si,64,0.5,0.0005,0.0001,90,5000,1000.0,2.0,1,0.0,0.2,bayes,0.2859740345327288,0.656798418972332,0.7604081022497945,0.19638339568858007,0.06830960641225027,0.02967412771560237,0.004270556157813475
si,256,0.3,0.0005,0.0001,90,5000,1000.0,10.0,1,0.0,0.0,bayes,0.24601024462502907,0.9909288537549407,0.29647208311533,0.07172634954569748,0.08463076581272538,0.03029953917050691,0.0020038763509740154
si,256,0.5,0.0005,1e-05,120,5000,1000.0,5.0,2,0.0,0.2,bayes,0.19678902230503492,0.9926482213438735,0.0621496374915913,0.04657046142882594,0.04072599251448396,0.03663594470046083,0.0020038763509740154
si,256,0.5,0.001,0.0001,90,10000,2000.0,2.0,2,0.2,0.2,bayes,0.2010915608495308,0.9934387351778656,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.06932192231731402,0.0020038763509740154
si,256,0.0,0.0005,1e-05,120,10000,2000.0,10.0,1,0.2,0.2,bayes,0.19443123893675449,0.9912648221343874,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.031533903884134296,0.0020038763509740154
si,256,0.3,0.0005,0.0001,90,5000,1000.0,10.0,2,0.0,0.2,bayes,0.226723389597509,0.9921739130434782,0.19975334479408027,0.04657046142882594,0.08295592432450909,0.03688281764318631,0.0020038763509740154
si,256,0.5,0.0005,0.0001,120,5000,1000.0,10.0,2,0.2,0.2,bayes,0.20213668883314806,0.9937351778656126,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.07529624753127057,0.0020038763509740154
si,256,0.3,0.0005,0.0001,120,10000,1000.0,10.0,2,0.0,0.2,bayes,0.20223104265270728,0.9936758893280633,0.054488377307721055,0.04657046142882594,0.04072599251448396,0.07592165898617512,0.0020038763509740154
si,128,0.5,0.0005,0.0001,120,5000,1000.0,10.0,2,0.0,0.0,bayes,0.21630624033121557,0.9906521739130435,0.13807085731370058,0.04657046142882594,0.08367371353374464,0.03686635944700461,0.0020038763509740154
si,128,0.5,0.0005,0.0001,90,10000,1000.0,10.0,1,0.2,0.0,bayes,0.1991331518279539,0.9677272727272728,0.055572165333731965,0.07177979690005344,0.07130039478406508,0.02641540487162607,0.0020038763509740154
gen_replay,256,0.5,0.0005,0.0001,90,10000,500.0,5.0,2,0.2,0.0,bayes,0.9310384709862044,0.9923122529644269,0.9714291053142985,0.9185106003919473,0.8979201203151437,0.9054805793285056,0.900578167602904
gen_replay,256,0.3,0.001,0.0001,120,5000,500.0,10.0,4,0.2,0.2,bayes,0.8617711540302082,0.994901185770751,0.9759511174228268,0.824959914484233,0.7908498966041735,0.7782422646477946,0.80572254525147
gen_replay,64,0.5,0.0001,1e-05,90,2000,500.0,2.0,4,0.0,0.0,bayes,0.5434686804468875,0.8611857707509881,0.8355445100530683,0.5810261892036345,0.41271170509117633,0.366211323238973,0.2041325843434841
gen_replay,128,0.3,0.0001,0.0001,90,5000,1000.0,10.0,1,0.0,0.2,bayes,0.4966799619923217,0.7632608695652174,0.23064130353539128,0.48897202921788707,0.5245159195392477,0.4859940750493746,0.4866955750468119
gen_replay,256,0.0,0.001,0.0001,90,5000,500.0,10.0,1,0.0,0.2,bayes,0.8844824764996972,0.9926679841897234,0.9550601689214441,0.8154641011936575,0.8375061952044844,0.8495885450954576,0.8566078643934167
gen_replay,64,0.5,0.0001,0.0001,120,10000,500.0,5.0,2,0.2,0.0,bayes,0.826528528300091,0.7865612648221344,0.8700388668809328,0.8313557812221628,0.8513834532497052,0.8163923633969717,0.803439440228639
gen_replay,256,0.3,0.0005,0.0001,90,5000,2000.0,5.0,2,0.0,0.0,bayes,0.8693605119366601,0.9913636363636363,0.8686747888481949,0.8247461250668092,0.8192196605882454,0.8578341013824885,0.8543247593705857
gen_replay,256,0.5,0.0001,0.0001,120,10000,500.0,5.0,1,0.0,0.0,bayes,0.8971070903354769,0.9417786561264823,0.9464272367142537,0.868858008195261,0.8837010578845726,0.868778801843318,0.8730987812489734
gen_replay,128,0.5,0.0001,0.0001,120,5000,2000.0,10.0,1,0.0,0.2,bayes,0.6529786989779183,0.6297628458498024,0.7549891621197399,0.5917512916443969,0.6382000581067455,0.6272547728768927,0.675914063269932
gen_replay,256,0.5,0.0005,0.0001,120,5000,1000.0,10.0,2,0.2,0.0,bayes,0.8716260883435649,0.9940909090909091,0.9492114507810748,0.8524318546231962,0.7932425273016253,0.8438940092165899,0.7968857790479945
gen_replay,256,0.5,0.0005,1e-05,120,10000,1000.0,10.0,2,0.2,0.0,bayes,0.9322673942743741,0.9932411067193676,0.9728118693474849,0.9292000712631392,0.9086527780151419,0.8969387755102041,0.892759764790907
gen_replay,256,0.5,0.0005,0.0001,120,5000,1000.0,5.0,1,0.0,0.0,bayes,0.8759582666738477,0.9826086956521739,0.8906868973764855,0.8214145733119544,0.8517594380735904,0.8556122448979592,0.8536677507309222
gen_replay,128,0.5,0.0005,1e-05,90,10000,2000.0,5.0,1,0.2,0.0,bayes,0.9365142132751703,0.9834782608695652,0.969878167277076,0.9259397826474256,0.9166510006323381,0.9122284397630019,0.9109096284616143
gen_replay,64,0.5,0.0005,1e-05,120,5000,1000.0,10.0,1,0.2,0.2,bayes,0.8344596376944847,0.9537549407114625,0.9199304880783317,0.8214858364510956,0.7506366106677149,0.7684825543120474,0.7924673959462567
gen_replay,256,0.5,0.0001,0.0001,90,10000,2000.0,10.0,2,0.2,0.0,bayes,0.9283991196011004,0.9719169960474309,0.9681403692353688,0.9205415998574737,0.9112334011245364,0.902238314680711,0.8963240366610821
naive,128,0.5,0.0001,1e-05,6,5000,1000.0,5.0,2,0.2,0.0,hyperband,0.43987540636571537,0.5042687747035574,0.4771096494506316,0.4519151968644219,0.43323705843145965,0.40857472021066493,0.36414703853355673
naive,128,0.5,0.0001,0.0,6,5000,2000.0,10.0,1,0.2,0.0,hyperband,0.4339160129595754,0.47837944664031623,0.4567979669631512,0.4369677534295386,0.42112009297079284,0.405513495720869,0.4047173220327847
naive,64,0.0,0.001,0.0001,6,10000,500.0,2.0,4,0.0,0.0,hyperband,0.3953080953167613,0.8237747035573123,0.4403542865685029,0.3562800641368252,0.27940799480457335,0.21494404213298224,0.2570874807003712
naive,64,0.3,0.0001,0.0,6,10000,500.0,5.0,2,0.2,0.2,hyperband,0.36909177833499823,0.5386561264822134,0.5144255923462142,0.3130411544628541,0.2929605386837113,0.2783410138248848,0.27712624421011134
naive,128,0.5,0.0005,1e-05,6,10000,500.0,2.0,2,0.0,0.0,hyperband,0.3539852669793375,0.9071936758893281,0.7307721055385306,0.43892748975592377,0.020935518602703672,0.01617840684660961,0.009904405242928944
naive,256,0.0,0.0001,0.0,6,2000,1000.0,10.0,2,0.2,0.2,hyperband,0.3454946875818455,0.5533201581027668,0.5055310561327453,0.4630144307856761,0.2681284500880146,0.1477452271231073,0.13522880325876285
naive,128,0.5,0.0001,1e-05,6,2000,2000.0,2.0,1,0.0,0.0,hyperband,0.32056340722456744,0.5115217391304347,0.3567904925629718,0.33165864956351326,0.24838924683403688,0.2392363396971692,0.2357839755592786
naive,256,0.3,0.0005,1e-05,6,2000,2000.0,2.0,4,0.0,0.2,hyperband,0.29662383062634484,0.9558695652173913,0.5656065475745572,0.07213611259575985,0.07427409293661237,0.09063528637261356,0.021221379061134655
naive,128,0.5,0.0001,1e-05,6,5000,500.0,10.0,2,0.2,0.0,hyperband,0.28427635010000857,0.4391106719367589,0.24568353389640482,0.2444503830393729,0.2591560849725702,0.25136603028308097,0.2658913964718636
naive,64,0.3,0.0005,0.0,18,2000,500.0,2.0,2,0.0,0.2,hyperband,0.406423135383982,0.9632411067193676,0.5857687420584498,0.46944592909317656,0.18923999794917368,0.12447333772218565,0.10636969876153872
naive,128,0.3,0.0001,0.0,18,10000,500.0,5.0,1,0.0,0.2,hyperband,0.35611659629651354,0.5495652173913044,0.3615927946782271,0.33172991270265456,0.3086322697520209,0.2941902567478604,0.2909891265070136
naive,64,0.0,0.001,1e-05,18,2000,500.0,2.0,4,0.2,0.2,hyperband,0.3390450061568613,0.8977667984189723,0.7586703042080873,0.2413148049171566,0.10729239656144789,0.027221856484529294,0.0020038763509740154
naive,128,0.0,0.0005,0.0,18,5000,1000.0,10.0,4,0.2,0.2,hyperband,0.33479235762721715,0.9573320158102767,0.7024067568577622,0.11138428647781935,0.11990497838087262,0.08525345622119816,0.032472652015374005
naive,256,0.3,0.001,0.0001,18,10000,500.0,10.0,2,0.0,0.0,hyperband,0.32024669844845327,0.9665415019762846,0.5845915240301965,0.18188134687332977,0.13058636542306837,0.05587557603686636,0.0020038763509740154
naive,64,0.3,0.001,0.0001,18,2000,2000.0,5.0,4,0.0,0.2,hyperband,0.3121169631001772,0.9723715415019762,0.6185813588459527,0.0588633529306966,0.12094748175619094,0.0999341672152732,0.0020038763509740154
naive,256,0.3,0.0001,0.0,54,10000,500.0,10.0,2,0.0,0.2,hyperband,0.2964608015556276,0.8750790513833993,0.535073622841767,0.08441118831284518,0.11083007194982311,0.1325049374588545,0.04086593738707664
naive,128,0.5,0.001,0.0001,54,10000,1000.0,5.0,2,0.2,0.0,hyperband,0.24840631784223322,0.9904347826086957,0.31911951565886837,0.08004632104044183,0.07615401705603883,0.022679394338380513,0.0020038763509740154
naive,128,0.3,0.0001,1e-05,162,2000,500.0,2.0,2,0.0,0.0,hyperband,0.23730482729970948,0.9758102766798419,0.20292996487031917,0.06533048280776768,0.06280655580811102,0.07583936800526662,0.041112315626950495
rehearsal,256,0.5,0.001,0.0001,6,10000,500.0,5.0,2,0.0,0.0,hyperband,0.9145736279245806,0.948300395256917,0.9348606024366545,0.9043470514876181,0.9080375301215114,0.8952764976958525,0.8966196905489308
rehearsal,256,0.3,0.001,0.0001,6,10000,500.0,2.0,2,0.0,0.0,hyperband,0.9082221634332396,0.936600790513834,0.9242469541819269,0.9077498663816141,0.8757028352673765,0.9015635286372613,0.9034690056174238
rehearsal,128,0.3,0.001,0.0001,6,10000,2000.0,10.0,4,0.0,0.0,hyperband,0.9017143202600909,0.8990316205533597,0.915352417968458,0.9086228398360948,0.9066532223608429,0.8775510204081632,0.9030748004336258
rehearsal,256,0.0,0.001,0.0001,6,10000,1000.0,10.0,1,0.2,0.0,hyperband,0.8872493462466142,0.9700395256916996,0.9155019059720457,0.858827721361126,0.8863671320903047,0.8409973666886109,0.8517624256758977
rehearsal,256,0.5,0.001,1e-05,6,10000,1000.0,5.0,2,0.2,0.2,hyperband,0.8806216688619656,0.8258695652173913,0.928843710292249,0.8886157135221806,0.8808982619247004,0.8774358130348914,0.8820669491803818
rehearsal,128,0.5,0.0005,1e-05,6,5000,1000.0,10.0,4,0.2,0.2,hyperband,0.7728836154885116,0.9328656126482213,0.8884632633231183,0.7572955638695884,0.6943926990583289,0.658788676761027,0.7054958772707861
rehearsal,128,0.0,0.001,1e-05,6,5000,1000.0,5.0,2,0.2,0.0,hyperband,0.71876820456747,0.8775296442687747,0.8918267434038418,0.7698200605736683,0.6156922393314306,0.5865536537195524,0.5711868861075523
rehearsal,128,0.5,0.001,0.0001,6,10000,500.0,10.0,2,0.2,0.2,hyperband,0.6374961595118762,0.6056126482213439,0.592420958218103,0.5037056832353465,0.5556542990446568,0.7263166556945359,0.8412667126572715
rehearsal,256,0.5,0.0001,1e-05,6,10000,500.0,10.0,2,0.0,0.0,hyperband,0.6089071301696091,0.5290316205533597,0.5829097839898348,0.6056119722073757,0.6423017107309487,0.6082455562870309,0.6853421372491049
rehearsal,128,0.0,0.001,0.0,18,10000,500.0,10.0,4,0.0,0.0,hyperband,0.9362405275736195,0.979308300395257,0.9710740713057777,0.9220915731337965,0.9223591338676875,0.9110434496379197,0.9115666371012778
rehearsal,64,0.5,0.0005,0.0001,18,10000,2000.0,5.0,4,0.2,0.0,hyperband,0.8932657455387604,0.8707114624505928,0.9428768966290455,0.9179761268483877,0.8781125561840959,0.8563364055299539,0.8935810255904865
rehearsal,256,0.5,0.0005,1e-05,18,5000,500.0,10.0,2,0.0,0.0,hyperband,0.8524909436808742,0.9802766798418973,0.8716832349203977,0.8290575449848566,0.8235947567207287,0.8059084924292298,0.8044249531881345
rehearsal,128,0.3,0.0005,1e-05,18,5000,2000.0,10.0,1,0.2,0.0,hyperband,0.7433330759842881,0.8851778656126482,0.8772703490544884,0.7656867985034741,0.6786184266744142,0.6480579328505596,0.6051870832101442
rehearsal,128,0.0,0.0005,0.0001,18,2000,1000.0,10.0,4,0.2,0.2,hyperband,0.6470701165558108,0.9736758893280633,0.8857164212571941,0.6474434348833066,0.5950130740177396,0.4899769585253456,0.2905949213232154
rehearsal,64,0.3,0.0005,0.0001,18,10000,1000.0,10.0,2,0.0,0.2,hyperband,0.6313751169124495,0.821304347826087,0.637323417295762,0.41204347051487616,0.48191000290533725,0.6838380513495721,0.7518314115830623
rehearsal,64,0.0,0.0005,1e-05,54,10000,1000.0,5.0,2,0.0,0.0,hyperband,0.9318770419200838,0.9869367588932806,0.9515658868375813,0.9279351505433814,0.8918530924751764,0.9177254772876893,0.9152458854833941
rehearsal,256,0.5,0.001,0.0001,54,5000,2000.0,2.0,2,0.0,0.0,hyperband,0.875897054723049,0.9920355731225297,0.8560617385454817,0.8443256725458756,0.8764035342573445,0.8433673469387755,0.8431884629282875
rehearsal,256,0.5,0.001,0.0,162,10000,500.0,5.0,1,0.2,0.2,hyperband,0.9332477729889522,0.994308300395257,0.9721391733313401,0.9085693924817388,0.9190265411105224,0.9015964450296248,0.9038467855852305
ewc,256,0.5,0.0001,0.0001,6,10000,1000.0,5.0,2,0.0,0.0,hyperband,0.5406997529464902,0.6830632411067193,0.6613722998729352,0.6213433101728131,0.44719976757301794,0.42893350888742593,0.40228639006602934
ewc,256,0.5,0.0005,0.0001,6,10000,500.0,5.0,1,0.2,0.0,hyperband,0.5216189403418562,0.8400592885375494,0.8113087674714105,0.7919116337074649,0.25078187753148873,0.23253785385121792,0.20311422095200551
ewc,128,0.3,0.0005,0.0001,6,10000,2000.0,5.0,4,0.0,0.0,hyperband,0.4727423463882395,0.8284387351778656,0.6860938784662531,0.5456796721895599,0.33845470237383146,0.22421000658327847,0.21357708353864854
ewc,128,0.5,0.001,0.0,6,2000,2000.0,2.0,2,0.0,0.0,hyperband,0.46145390829122107,0.9444861660079051,0.6826930263846326,0.3396935685016925,0.27903200998068806,0.27251481237656355,0.2503038664958444
ewc,128,0.3,0.001,0.0001,6,5000,1000.0,5.0,4,0.2,0.2,hyperband,0.4595959637023866,0.9577470355731226,0.5217318185215637,0.29237484411188314,0.267940457676072,0.36869651086240945,0.3490851154692684
ewc,128,0.0,0.0001,0.0001,6,2000,1000.0,2.0,1,0.2,0.2,hyperband,0.43182195493755593,0.48456521739130437,0.46133866507212795,0.4436130411544629,0.4112419462341702,0.3959348255431205,0.39423803423015014
ewc,64,0.0,0.0005,0.0001,6,2000,2000.0,2.0,2,0.2,0.0,hyperband,0.42731562995185995,0.542292490118577,0.5424919650198071,0.4563691430607518,0.3822569343564678,0.3188610928242265,0.32162215433132946
ewc,64,0.0,0.0001,0.0,6,2000,2000.0,2.0,2,0.0,0.2,hyperband,0.4238882040932481,0.55300395256917,0.44846401076313624,0.4221984678425085,0.399381334062516,0.3620967741935484,0.35818468512860946
ewc,64,0.3,0.0001,0.0001,6,2000,2000.0,2.0,2,0.0,0.0,hyperband,0.36555793538999476,0.5438735177865612,0.5078294341879064,0.3508106182077321,0.2704698101276639,0.2607801184990125,0.25958411353109295
ewc,128,0.5,0.001,1e-05,18,5000,1000.0,2.0,1,0.0,0.0,hyperband,0.4517516899681615,0.9300592885375494,0.7148703191568877,0.5740067699982184,0.18676191615538426,0.17667873601053324,0.12813310995039584
ewc,128,0.0,0.0005,1e-05,18,5000,500.0,10.0,4,0.0,0.0,hyperband,0.4361181427209431,0.9734387351778656,0.6526833096643995,0.361892036344201,0.2399808589544204,0.25967741935483873,0.12903649682993332
ewc,64,0.5,0.0001,1e-05,18,10000,500.0,10.0,2,0.2,0.0,hyperband,0.355446525958673,0.551897233201581,0.5216757605202182,0.4826296098343132,0.22494146599900877,0.18982883475971032,0.1617062514372064
ewc,256,0.3,0.001,1e-05,18,5000,1000.0,10.0,2,0.2,0.0,hyperband,0.30059586637635394,0.9666798418972332,0.37132820091187685,0.2174594690896134,0.2092868251499667,0.036816984858459516,0.0020038763509740154
ewc,128,0.5,0.001,0.0,18,10000,1000.0,10.0,1,0.2,0.0,hyperband,0.2873559635916561,0.8687351778656126,0.5510314672247553,0.15269909139497595,0.08536564524122844,0.06347926267281107,0.00282513715055353
ewc,256,0.0,0.0001,0.0,18,5000,2000.0,5.0,2,0.2,0.0,hyperband,0.2805831206479445,0.6930237154150197,0.4507250168174004,0.3782291109923392,0.05829473792148753,0.05421329822251481,0.049012844518905425
ewc,256,0.3,0.001,0.0001,54,2000,2000.0,10.0,1,0.0,0.2,hyperband,0.3419832436450632,0.9784584980237154,0.41269900590477615,0.3758417958311064,0.26113855040760175,0.021757735352205397,0.0020038763509740154
