mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,aggregator,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
ewc,64,0.3,0.001,0.0,60,5000,1000.0,5.0,pool,grid,0.22724277686241193,0.9754150197628458,0.19504447268106734,0.05765187956529485,0.08081964691606994,0.046148782093482554,0.008376860155711048
ewc,64,0.3,0.001,0.0,90,5000,1000.0,5.0,mean,grid,0.2830856226201985,0.9736561264822134,0.3134950295238807,0.22937822911099234,0.06354143523661408,0.07411125740618828,0.044331657961302194
ewc,64,0.3,0.001,0.0,90,5000,1000.0,5.0,pool,grid,0.20735249905277128,0.9869565217391304,0.07728529785484715,0.04657046142882594,0.06321672107053133,0.06537195523370638,0.004714036989586413
ewc,64,0.3,0.001,0.0001,60,5000,1000.0,5.0,mean,grid,0.2731874283854597,0.9758893280632411,0.2855968308543239,0.09380010689470872,0.11009519252132005,0.14613232389730085,0.027610788081863277
ewc,64,0.3,0.001,0.0001,60,5000,1000.0,5.0,pool,grid,0.2587251056948629,0.9508498023715415,0.2775618506614844,0.17601995367895956,0.06979645548852392,0.07588874259381172,0.0022338293748562794
ewc,64,0.3,0.001,0.0001,90,5000,1000.0,5.0,mean,grid,0.22987437901283345,0.9959090909090909,0.17312579415501905,0.04657046142882594,0.07969169244441406,0.08194535878867676,0.0020038763509740154
ewc,64,0.3,0.001,0.0001,90,5000,1000.0,5.0,pool,grid,0.1992300378470022,0.9873715415019763,0.054488377307721055,0.04657046142882594,0.08300719498231163,0.02193877551020408,0.0020038763509740154
ewc,64,0.3,0.0005,0.0,60,5000,1000.0,5.0,mean,grid,0.23262012980676863,0.9770948616600791,0.28679273488302565,0.044539461963299484,0.03294994274776546,0.04555628703094141,0.008787490555500805
ewc,64,0.3,0.0005,0.0,60,5000,1000.0,5.0,pool,grid,0.17092638748693098,0.751403162055336,0.05458180730996338,0.06258685195082843,0.099670158768137,0.053554970375246876,0.0037613744620741763
ewc,64,0.3,0.0005,0.0,90,5000,1000.0,5.0,mean,grid,0.31493880490136217,0.6843083003952569,0.8692166828612004,0.05984322109388918,0.09300497325380684,0.09191902567478605,0.0913406261292336
